FIPS,Dems,Repub
29175,3978,6445
29177,5241,5593
29179,1415,1779
29181,1795,3406
29195,4705,4957
29197,775,1139
29199,793,1249
29201,6258,11563
29203,1637,2075
29205,1114,2166
29183,84163,102538
29185,1886,2981
29187,11538,12659
29510,132486,24594
29189,332085,221016
29186,4979,3732
29207,3899,9172
29209,5025,11137
29211,1173,1607
29213,6676,14714
29215,3410,7213
29217,3379,5333
29219,6705,8673
29221,4712,4703
29223,2242,3784
29225,5683,10427
29227,427,707
29229,2556,5780
30001,1611,2983
30003,3490,1622
30005,1711,1138
30007,854,1853
30009,2431,3093
30011,111,573
30013,17486,16675
30015,1118,1625
30017,2262,3040
30019,343,692
30021,1587,2626
30023,3341,1481
30025,318,1082
30027,1921,4100
30029,15976,25361
30031,23984,22375
30033,109,595
30035,3361,1443
30037,122,342
30039,601,1013
30041,3563,2763
30043,2574,3525
30045,396,799
30047,6693,6463
30049,16939,14794
30051,367,594
30053,3018,5699
30057,1596,2803
30055,321,726
30059,298,624
30061,844,1051
30063,35701,20266
30065,615,1552
30067,4140,4349
30069,68,227
30071,638,1423
30073,1224,1583
30075,207,797
30077,1021,1679
30079,211,503
30081,8332,12922
30083,1196,3158
30085,2527,1455
30087,1898,1739
30089,1964,3556
30091,953,987
30093,11651,4806
30095,1512,2989
30097,552,1433
30099,1291,1873
30101,736,1321
30103,154,310
30105,1616,2099
30107,286,632
30109,146,379
30111,31740,36225
31001,4624,8163
31003,754,2367
31005,39,217
31007,61,341
31009,43,266
31011,742,2042
31013,1844,2888
31015,250,839
31017,311,1208
31019,5768,12920
31021,1406,1895
31023,1175,2534
31025,4709,7076
31027,1187,2912
31029,341,1466
31031,599,2360
31033,1064,3284
31035,761,2134
31037,1125,2014
31039,1255,2701
31041,1178,4220
31043,2966,3255
31045,1245,2330
31047,2352,5368
31049,243,732
31051,946,1785
31053,6587,8482
31055,112460,104030
31057,218,783
31059,953,1907
31061,442,1078
31063,348,1030
31065,556,1725
31067,4405,5389
31069,283,844
31071,212,800
31073,260,771
31075,41,321
31077,457,714
31079,7687,12788
31081,1322,3362
31083,399,1327
31085,85,460
31087,346,997
31089,1065,3663
31091,75,355
31093,1083,1847
31095,1504,2091
31097,914,1139
31099,870,2217
31101,965,2917
31103,115,409
31105,427,1328
31107,1248,2724
31109,63464,57925
31111,4937,10609
31113,81,327
31115,86,302
31119,4076,9542
31117,45,240
31121,978,2356
31123,546,1700
31125,540,1110
31127,1207,2090
31129,692,1607
31131,2893,3991
31133,481,857
31135,310,1086
31137,1043,3340
31139,781,2372
31141,3734,9279
31143,665,1810
31145,1216,3748
31147,1121,1880
31149,136,635
31151,2597,2373
31153,27663,38443
31155,3739,6132
31157,4645,9575
31159,2671,4596
31161,451,1934
31163,583,940
31165,116,600
31167,657,1772
31169,850,1729
31171,51,331
31173,1108,970
31175,704,1647
31177,3681,6409
31179,1249,2503
31181,550,1323
31183,96,334
31185,1594,4807
32510,11622,11419
32001,3494,6831
32003,379204,256401
32005,10671,14645
32007,4537,10958
32009,104,303
32011,144,564
32013,1909,3584
32015,574,1462
32017,518,1498
32019,8405,12154
32021,1082,1131
32023,7223,9535
32027,673,1075
32029,1099,1245
32031,99395,76743
32033,1230,2440
33001,16796,16402
33003,15204,13354
33005,26971,15205
33007,9681,6645
33009,31446,17687
33011,104516,97331
33013,45039,34006
33015,83673,82102
33017,37977,25008
33019,13288,9197
34001,62498,46244
34003,208410,174526
34005,121222,83078
34007,142433,68072
34009,20510,24591
34011,34355,22238
34013,228944,72370
34015,76789,60017
34017,141557,51478
34019,29637,38966
34021,99719,47196
34023,179924,115969
34025,147424,159461
34027,101245,122706
34029,109240,159480
34031,110331,71850
34033,15909,14763
34035,73785,67221
34037,28692,43998
34039,132006,73967
34041,20421,27304
35001,168406,109212
35003,659,1396
35005,8160,13630
35006,3176,1717
35007,3465,2800
35009,4655,9585
35011,358,676
35013,38574,27211
35015,7289,12468
35017,8092,5381
35019,1541,615
35021,256,357
35023,990,934
35025,5084,13301
35027,3482,5906
35028,5709,4986
35029,4289,3857
35031,15993,6183
35033,2156,565
35035,8602,12791
35037,1546,2363
35039,11245,3648
35041,2270,4285
35045,17645,27418
35047,10128,2421
35043,32102,24887
35049,53802,15443
35051,2351,3011
35053,4643,3011
35055,13384,2827
35057,3068,3721
35059,492,1218
35061,15142,13033
36001,86096,47629
36003,6396,10308
36005,300327,38560
36047,545785,139594
36007,43510,37773
36009,13858,16975
36011,16667,14283
36013,26936,26593
36015,17706,18793
36017,9256,9708
36019,18232,11535
36021,15536,12851
36023,10616,8970
36025,8562,9765
36027,64759,55601
36029,218645,154716
36031,9531,7189
36033,9593,6245
36035,9147,11537
36037,10029,14573
36039,9611,11992
36041,1060,1903
36043,10920,13213
36045,16222,18593
36049,4813,5700
36051,13446,15906
36053,13299,13560
36061,490634,79448
36055,196564,139001
36057,8592,10428
36059,316523,272765
36063,44105,43748
36065,45531,46555
36067,118390,80476
36069,22797,23000
36071,73299,68896
36073,6142,9166
36075,23192,21991
36077,12072,11059
36079,19371,23545
36081,436398,144362
36083,36550,31126
36087,65134,58199
36089,21642,15972
36091,51932,49734
36093,35529,28172
36095,5760,7520
36097,3792,4431
36099,6903,6556
36085,73192,80853
36101,15823,22690
36103,318920,289236
36105,15850,13312
36107,9702,12077
36109,26401,11004
36111,50300,31394
36113,14416,14422
36115,11867,11717
36117,16831,21083
36119,248249,143086
36121,6035,10487
36123,4390,4784
37001,28590,34501
37003,5153,11747
37005,2017,3117
37007,6293,4067
37009,4861,7885
37011,2163,5617
37013,9426,13437
37015,6248,3338
37017,7846,7530
37019,21280,30662
37021,69415,52236
37023,14623,21766
37025,31191,45340
37027,12007,22397
37029,1587,3118
37031,11079,22868
37033,5466,5177
37035,25535,42843
37037,17783,14591
37039,3748,8591
37041,3652,3751
37043,1731,3692
37045,17274,25950
37047,11088,12998
37049,17335,23163
37051,73926,51596
37053,3685,7159
37055,7760,9621
37057,22192,45135
37059,6102,13846
37061,8866,10734
37063,102237,32040
37065,17365,8416
37067,90712,73304
37069,13022,13183
37071,31247,52220
37073,2827,2546
37075,1265,2824
37077,13010,11373
37079,3774,4258
37081,141680,97511
37083,15726,8867
37085,16519,23311
37087,12724,14902
37089,20062,30903
37091,7479,3083
37093,9133,6197
37095,1225,1203
37097,27201,44979
37099,8671,7793
37101,26475,43164
37103,2364,2807
37105,10703,12652
37107,13157,13281
37109,11674,23561
37113,6603,10262
37115,5011,5175
37117,6488,5914
37111,6514,11382
37119,252642,152957
37121,2220,5472
37123,4870,6125
37125,17534,27165
37127,23013,23660
37129,48588,50004
37131,6893,3662
37133,19296,29942
37135,53712,20226
37137,2820,3809
37139,10170,7720
37141,9832,13517
37143,2761,3674
37145,8410,10007
37147,39763,33429
37149,4394,5986
37151,16280,40644
37153,9586,9316
37155,22315,16883
37157,16730,22435
37159,23272,37284
37161,9595,18631
37163,11753,13952
37165,8105,5972
37167,8815,19193
37169,6816,14335
37171,10399,18574
37173,2803,2896
37175,7203,9299
37177,932,960
37179,31038,53882
37181,13095,7584
37183,247914,183291
37185,6663,2992
37187,3734,2667
37189,14513,13303
37191,22507,26800
37193,8889,20152
37195,19754,18338
37197,4501,12355
37199,4470,5021
38001,434,785
38003,2723,2808
38005,1566,772
38007,114,375
38009,1384,2046
38011,478,1106
38013,285,639
38015,15524,25381
38017,37577,32515
38019,930,1125
38021,1039,1517
38023,461,629
38025,526,1078
38027,582,548
38029,545,1226
38031,687,913
38033,209,640
38035,16079,14498
38037,402,869
38039,597,682
38041,406,892
38043,421,751
38045,868,1307
38047,299,725
38049,980,1371
38051,579,914
38053,932,1730
38055,1858,2762
38057,1472,2788
38059,5073,7853
38061,1476,1403
38063,904,797
38065,332,680
38067,1486,1710
38069,792,1300
38071,2311,2358
38073,1369,993
38075,505,796
38077,3510,3892
38079,3403,1042
38081,1112,774
38083,227,550
38085,1144,215
38087,106,297
38089,3794,7019
38091,612,404
38093,4042,5484
38095,620,536
38097,2135,1839
38099,2323,2410
38101,10125,15038
38103,840,1468
38105,2915,6273
39001,4041,6725
39003,16575,26167
39005,9027,14788
39007,24233,18464
39009,19258,9107
39011,6492,15938
39013,15986,15127
39015,7280,11873
39017,62871,101537
39019,6302,6952
39021,7161,10919
39023,29122,31821
39025,30124,60287
39027,6267,12037
39029,21222,24891
39031,7580,8583
39033,8045,12050
39035,441836,196369
39037,7456,17226
39039,7394,9334
39041,35848,53670
39043,22277,17080
39045,28487,40708
39047,4199,6931
39049,305447,205701
39051,9627,11414
39053,4616,8047
39055,20692,28314
39057,27162,39252
39059,7369,8950
39061,208802,187862
39063,13357,21898
39065,4847,7553
39067,3495,3717
39069,6163,8091
39071,6437,11390
39073,6083,6201
39075,3074,7590
39077,9461,10001
39079,5108,7837
39081,17266,17216
39083,10702,16207
39085,54786,54441
39087,10956,15055
39089,19768,30545
39091,7615,13440
39093,77719,55031
39095,134729,70865
39097,6193,10178
39099,76356,44339
39101,12016,14840
39103,24614,31785
39105,3990,5891
39107,5636,14730
39109,10739,22217
39111,3623,2973
39113,136110,123040
39115,2921,3387
39117,5960,9787
39119,17209,20174
39121,2419,3387
39123,11760,10417
39125,4043,5204
39127,7128,7585
39129,8229,13087
39131,5833,6005
39133,32160,26959
39135,6846,13340
39137,5169,12855
39139,24473,32590
39141,13636,16027
39143,15101,13935
39145,14470,16472
39147,12751,13588
39149,6777,15005
39151,66712,63283
39153,151932,107937
39155,62254,39319
39157,20957,19940
39159,8348,15049
39161,5046,8993
39163,2405,2962
39165,32372,69741
39167,12082,16638
39169,21144,28730
39171,7892,9618
39173,32956,28819
39175,4362,6190
40001,2049,4636
40003,411,2023
40005,1370,3509
40007,265,2197
40009,1625,5769
40011,1011,3100
40013,4423,9295
40015,3395,6401
40017,11422,36411
40019,5603,13241
40021,7193,9182
40023,1859,3729
40025,152,1119
40027,39673,64730
40029,570,1609
40031,14120,20127
40033,690,1793
40035,2072,3858
40037,8318,20181
40039,2660,7842
40041,5084,10274
40043,346,1857
40045,282,1627
40047,5545,17066
40049,3028,7708
40051,5516,15187
40053,514,1836
40055,566,1548
40057,333,757
40059,221,1342
40061,1474,3206
40063,1705,3132
40065,2263,6716
40067,805,1649
40069,1246,2707
40071,5462,13229
40073,1009,5372
40075,1226,2536
40077,1313,2857
40079,5136,11603
40081,3503,10468
40083,5716,12555
40085,1257,2589
40093,515,2955
40095,1642,3729
40097,5749,10231
40087,3550,11184
40089,2792,7744
40091,3318,4903
40099,1592,3746
40101,11286,15276
40103,1174,3881
40105,1411,3029
40107,1478,2642
40109,116133,163099
40111,6187,8724
40113,7493,12150
40115,4266,6904
40117,2063,4533
40119,10601,18435
40121,5454,11739
40123,4511,9749
40125,7906,17728
40127,1265,3208
40129,286,1502
40131,10770,27732
40133,2977,5599
40135,4454,9465
40137,4538,14392
40139,923,5332
40141,1042,2195
40143,96106,158322
40145,8805,21426
40147,6308,16457
40149,1050,3716
40151,870,3043
40153,1348,6402
41001,2795,5643
41003,29421,15036
41005,95237,76161
41007,10579,7113
41009,13253,10351
41011,14270,15236
41013,3623,6348
41015,5216,6626
41017,38612,38918
41019,19153,28635
41021,429,642
41023,980,2670
41025,946,2592
41027,6229,3240
41029,47664,47806
41031,3648,4360
41033,17338,22926
41035,9115,18682
41037,954,2631
41039,104010,58149
41041,13991,8649
41043,21702,27576
41045,2922,7099
41047,55610,53174
41049,1398,2501
41051,264741,71084
41053,17046,17272
41055,382,632
41057,7018,5732
41059,9400,15126
41061,4612,7563
41063,1490,2832
41065,5649,4900
41067,128402,80203
41069,276,497
41071,20494,21068
42001,17475,26134
42003,368453,269819
42005,10729,17715
42007,39738,42358
42009,6001,15928
42011,91803,75868
42013,18798,30812
42015,10202,14911
42017,178345,149860
42019,29882,52294
42021,30697,29981
42023,802,1239
42025,13235,12646
42027,41141,32543
42029,135150,112266
42031,6415,10126
42033,14549,18656
42035,6799,7126
42037,12597,13704
42039,15684,19265
42041,45355,59693
42043,69352,57964
42045,170949,109766
42047,6910,6252
42049,74206,49284
42051,25509,25669
42053,1014,1366
42055,21052,41711
42057,1562,4612
42059,7365,7451
42061,6611,11724
42063,16964,19617
42065,6132,11248
42067,3055,6463
42069,67112,39198
42071,97290,124475
42073,19371,21496
42075,22004,32325
42077,86226,62668
42079,71903,60512
42081,18335,30215
42083,6186,8835
42085,24319,24321
42087,5364,10904
42089,36655,25892
42091,249493,163030
42093,3347,4555
42095,74956,58352
42097,13555,18012
42099,6384,13032
42101,574930,113260
42103,11448,12456
42105,2277,5073
42107,28187,33682
42109,5375,9895
42111,12437,20925
42113,1228,1840
42115,8314,10551
42117,6012,10542
42119,7207,9720
42121,8708,12817
42123,8669,9824
42125,44286,48753
42127,9824,12618
42129,69004,96786
42131,5631,6494
42133,81748,107367
44001,15185,8701
44003,45932,32278
44005,23550,14538
44007,154526,72890
44009,36295,24095
45001,4586,6224
45003,25982,42706
45005,3017,940
45007,23807,48389
45009,4402,2306
45011,4926,4769
45013,30363,37777
45015,27657,36097
45017,3964,3691
45019,82280,69521
45021,7191,13266
45023,7405,6278
45025,7840,8323
45027,8347,6211
45029,8576,8500
45031,14475,14532
45033,7406,5873
45035,21691,29785
45037,5072,6332
45039,7591,3912
45041,26491,27611
45043,14053,15694
45045,70618,115822
45047,12219,16804
45049,5811,3438
45051,38575,64197
45053,5267,3363
45055,11149,16370
45057,12089,16383
45059,10565,15314
45061,5958,3073
45063,31540,70197
45067,9575,5410
45069,6699,3948
45065,2747,2436
45071,6689,9607
45073,9475,21157
45075,26978,12037
45077,11640,32453
45079,104029,57234
45081,3308,5168
45083,40855,63385
45085,22594,15945
45087,5925,7447
45089,11257,4989
45091,37437,53842
46003,655,794
46005,3493,4054
46007,557,614
46009,1367,1712
46011,7207,6431
46013,9041,8067
46015,965,1407
46017,454,156
46019,1306,2821
46021,243,591
46023,1807,2109
46025,830,1065
46027,3808,2296
46029,5595,6374
46031,837,535
46033,1475,2909
46035,3554,4731
46037,1785,1372
46039,1054,1088
46041,1326,658
46043,424,1293
46045,819,1213
46047,1338,2348
46049,426,739
46051,1786,1951
46053,771,1423
46055,186,938
46057,1043,1661
46059,718,1247
46061,961,1426
46063,135,575
46065,3037,5298
46067,1242,2285
46069,226,547
46071,435,668
46073,535,535
46075,147,463
46077,1277,1435
46079,3033,2993
46081,4932,6787
46083,8642,11803
46085,710,894
46091,1261,900
46087,1219,1646
46089,441,915
46093,3749,7515
46095,373,445
46097,605,577
46099,39831,39241
46101,1663,1508
46103,17787,27592
46105,499,1102
46107,482,937
46109,2672,1781
46111,500,669
46113,2967,330
46115,1550,1660
46117,510,1017
46119,233,581
46121,2208,571
46123,914,1859
46125,1681,2538
46127,3244,4310
46129,923,1668
46135,4838,5039
46137,554,312
47001,11385,19614
47003,5026,10215
47005,2644,3695
47007,1517,3166
47009,15252,35553
47011,9353,28324
47013,3866,6535
47015,2010,3320
47017,3980,7454
47019,5587,15849
47021,5497,10697
47023,1794,4586
47025,3078,7174
47027,1248,1674
47029,3339,8945
47031,7128,13239
47033,1818,3749
47035,7889,17436
47037,158032,102702
47039,1595,3178
47041,2832,4085
47043,7504,11672
47045,4411,9859
47047,6888,12158
47049,1831,4789
47051,6609,10533
47053,7406,13516
47055,4614,6902
47057,2065,5297
47059,7107,17148
47061,1969,2561
47063,6804,15501
47065,64205,81666
47067,604,1587
47069,5919,5225
47071,2794,7076
47073,5924,14745
47075,4891,3165
47077,3021,7669
47079,5152,8182
47081,3563,4784
47083,1678,1608
47085,3600,3818
47087,2284,2185
47089,5177,13092
47091,1837,4620
47093,67923,109847
47095,1024,1175
47097,4322,4933
47099,5160,10565
47101,1803,2951
47103,3694,9226
47105,6058,15815
47111,2060,5145
47113,20027,23289
47115,4506,6746
47117,4319,6755
47119,13057,20282
47107,5539,12984
47109,3131,7134
47121,1371,2795
47123,5049,11478
47125,25634,30103
47127,881,2010
47129,1969,4717
47131,4308,8873
47133,3418,4495
47135,1329,1596
47137,854,1786
47139,2124,4267
47141,9735,17098
47143,2905,8033
47145,7222,15643
47147,9318,17903
47149,40412,59850
47151,1720,4931
47153,1717,3606
47155,8597,24915
47157,253633,143422
47159,2990,4561
47161,2470,2956
47163,18346,44802
47165,21486,44947
47167,7911,17114
47169,1474,1687
47171,2106,5011
47173,1828,4461
47175,849,1293
47177,5515,8558
47179,15894,32216
47181,1355,4075
47183,4594,8853
47185,3369,6100
47187,27879,64843
47189,15462,33767
48001,4624,11855
48003,790,3815
48005,9377,19569
48007,3005,6691
48009,739,3591
48011,128,856
48013,4400,5546
48015,2819,8777
48017,680,1618
48019,2248,6934
48021,11678,13797
48023,366,1262
48025,3645,4467
48027,40185,49066
48029,275023,245932
48031,1466,3417
48033,40,316
48035,1796,5760
48037,10801,24136
48039,36461,67444
48041,20459,37403
48043,1819,1781
48045,205,616
48047,1747,556
48049,2819,12049
48051,2053,4546
48053,4596,12034
48055,5385,6084
48057,2727,4106
48059,1063,4589
48061,48401,26641
48063,1733,2794
48065,406,2547
48067,3489,8276
48069,719,1561
48071,3185,9966
48073,4605,11693
48075,497,1782
48077,1085,4213
48079,284,758
48081,297,1252
48083,643,3011
48085,108208,184116
48087,292,1052
48089,2503,5790
48091,12365,35203
48093,1339,3807
48095,257,807
48097,3051,11871
48099,6611,11537
48101,187,509
48103,319,1119
48105,512,1026
48107,684,1221
48109,510,267
48111,302,1267
48113,424468,309477
48115,1135,2894
48123,1715,4888
48117,1246,3456
48119,589,1580
48121,90830,149592
48125,234,730
48127,2692,874
48129,291,1370
48131,3298,1076
48133,1271,5163
48135,9118,26190
48137,346,673
48141,121589,61598
48139,15315,38046
48143,3126,10757
48145,1958,2975
48147,3464,8090
48149,3009,7572
48151,687,1083
48153,729,1784
48155,208,327
48157,98136,102846
48159,1094,3394
48161,2032,5201
48163,2405,1644
48165,650,3385
48167,41543,61844
48169,375,1355
48171,2570,9559
48173,52,502
48175,1329,2298
48177,2158,4062
48179,1153,6920
48181,13892,31122
48183,13130,29159
48185,2704,5561
48187,16070,30750
48189,2693,7139
48191,324,930
48193,862,2875
48195,239,1847
48197,373,1199
48199,3935,16589
48201,588611,570143
48203,8874,17085
48205,250,1711
48207,699,1388
48209,28416,29624
48211,216,1342
48213,7890,20810
48215,90122,39614
48217,3802,9220
48219,1794,5789
48221,5078,17269
48223,3528,9297
48225,2653,5869
48227,2539,7020
48229,430,458
48231,8591,20571
48233,1321,7358
48235,164,644
48237,470,2527
48239,1251,3560
48241,3636,8960
48243,467,746
48245,44854,42877
48247,1336,472
48249,6683,4825
48251,12903,36683
48253,1525,4197
48255,1710,2658
48257,11157,23727
48259,3591,12960
48261,108,93
48263,99,342
48265,5564,16729
48267,341,1487
48269,8,151
48271,633,907
48273,5251,4539
48275,366,986
48283,1051,713
48285,1867,6286
48277,5240,12940
48279,1156,3344
48281,1895,5628
48287,2000,4312
48289,1415,5563
48291,5980,15417
48293,2515,5062
48295,155,1092
48297,1038,3079
48299,2250,7279
48301,12,67
48303,30295,66028
48305,623,1469
48313,1144,2883
48315,1644,2566
48317,314,1389
48319,546,1543
48321,6682,11929
48323,8554,2316
48307,728,2263
48309,29959,49005
48311,131,400
48325,5119,10404
48327,295,712
48329,9672,36135
48331,3040,5215
48333,398,1753
48335,586,1814
48337,1594,6235
48339,36530,119542
48341,1123,4282
48343,2054,3157
48345,67,522
48347,8393,14828
48349,5399,10803
48351,1750,3440
48353,1521,3485
48355,47811,52264
48357,243,2851
48359,102,813
48361,7646,21509
48363,2499,7264
48365,2586,7582
48367,10429,36646
48369,719,2969
48371,1476,2480
48373,6215,13703
48375,8932,20741
48377,1250,489
48379,1041,3130
48381,9461,41895
48383,197,795
48385,375,1237
48387,1538,3461
48389,1605,1444
48391,1382,1853
48393,41,477
48395,2674,3979
48397,8468,23243
48399,720,3118
48401,4983,13641
48403,1077,3749
48405,1327,2338
48407,2721,6151
48409,8842,12390
48411,487,1941
48413,322,969
48415,1088,4414
48417,208,1284
48419,2546,6629
48421,78,493
48423,23628,54995
48425,798,2675
48427,8233,1488
48429,626,2869
48431,97,520
48433,206,524
48435,381,1189
48437,812,1676
48439,274101,347843
48441,12658,34265
48443,186,323
48445,1379,2863
48447,166,671
48449,3140,6023
48451,11068,27201
48453,253278,136671
48455,1924,4091
48457,2159,5633
48459,2106,5871
48461,288,898
48463,4120,4585
48465,6982,5752
48467,4503,15727
48469,9829,19876
48471,7323,11610
48473,7107,8238
48475,899,2667
48477,4031,10173
48479,33435,13111
48481,4935,9427
48483,314,1916
48485,13828,31673
48487,1196,3279
48489,3405,1454
48491,67347,87938
48493,5360,10903
48495,477,1529
48497,4469,15967
48499,3996,13638
48501,450,1989
48503,1302,5938
48505,1939,918
48507,3263,596
49001,509,1786
49003,3080,14340
49005,9806,27799
49007,3368,3960
49009,129,294
49011,28831,73317
49013,897,4592
49015,965,3338
49017,402,1663
49019,1981,1787
49021,3078,11786
49023,730,2647
49025,850,2194
49027,733,3565
49029,674,3219
49031,141,635
49033,154,829
49035,161696,163579
49037,2322,2586
49039,1449,6036
49041,1320,6222
49043,9194,6691
49045,5349,10201
49047,1407,8113
49049,26276,111273
49051,2818,5271
49053,9251,33594
49055,333,930
49057,24028,43250
50001,13232,5652
50003,12523,6116
50005,8899,5470
50007,44347,19850
50009,1731,1218
50011,13180,7853
50013,2694,1490
50015,8914,3515
50017,9777,5043
50019,7992,4478
50021,19355,11584
50023,22304,9120
50025,17580,5997
50027,21424,9072
51001,7607,7833
51003,29792,20576
51510,50473,19181
51005,3553,3715
51007,2488,3970
51009,6094,8470
51011,2641,4903
51013,78994,29876
51015,9825,23120
51017,1043,1349
51515,11017,24420
51021,864,2031
51023,5693,11471
51520,2665,4579
51025,4973,2877
51027,4063,4541
51029,3489,3428
51530,1108,1282
51031,8091,17444
51033,7163,5617
51035,4108,8186
51036,2838,1288
51037,2705,3372
51540,15705,4078
51550,53993,52624
51041,74310,86413
51043,3457,3840
51570,2562,6161
51580,1304,1020
51045,876,1695
51047,8802,10711
51049,2255,2418
51590,12352,8361
51051,3278,3324
51053,6246,6526
51595,1702,897
51057,2934,2379
51600,310359,200994
51610,4695,1970
51061,14616,19227
51063,2937,4441
51065,6185,6420
51620,9618,15414
51069,12961,20149
51630,6155,3413
51640,1052,1317
51071,3192,4462
51073,6916,12089
51075,4813,7643
51077,2480,4540
51079,3174,4980
51081,3122,1729
51083,8126,8600
51650,46917,20476
51085,18447,37344
51660,8444,6048
51087,86262,67340
51089,11118,13758
51091,590,930
51670,5285,4149
51093,8573,11258
51095,17352,20912
51097,1918,1763
51099,4473,5888
51101,3344,4966
51103,3235,3647
51105,3219,5825
51678,1540,914
51107,74607,63328
51109,6978,8182
51111,2703,2900
51680,16269,17638
51113,2862,3758
51683,7518,5975
51685,2463,1634
51690,4139,2311
51115,1943,3456
51117,7127,7817
51119,2391,3545
51121,21027,19026
51125,4391,3647
51127,3493,6385
51700,51972,28667
51710,62819,24814
51131,3800,2713
51133,3312,4041
51720,743,744
51135,3413,3499
51137,7107,8506
51139,4235,6041
51141,2879,5491
51730,13774,1583
51143,11401,18724
51735,1748,5229
51740,32322,13983
51145,4237,10088
51147,5101,4174
51149,7130,8752
51153,93386,67589
51155,5918,8857
51750,2930,2418
51157,2105,2227
51760,1618,2092
51760,73180,18472
51770,19812,30571
51770,24934,15394
51163,4347,5732
51165,10453,22468
51167,4931,6389
51775,5164,7088
51169,2725,6980
51171,6903,11995
51173,4239,7817
51175,4402,4583
51177,24897,28610
51179,25716,29221
51790,5569,5330
51800,22233,18592
51181,2626,1663
51183,3301,2026
51185,5596,11201
51810,98763,100225
51187,6997,8879
51191,8063,16077
51820,3906,4815
51193,4577,3719
51830,4328,2353
51840,5268,4725
51195,4995,8914
51197,4107,8207
51199,13700,19833
53001,1346,2822
53003,4114,5407
53005,23366,40244
53007,13678,17484
53009,17512,15978
53011,93541,82631
53013,667,1447
53015,18944,13969
53017,4631,7048
53019,1386,1817
53021,6536,10787
53023,384,966
53025,9364,16756
53027,15759,11614
53029,21688,19070
53031,12914,6195
53033,545329,217589
53035,61255,47456
53037,7887,9320
53039,4871,4868
53041,11719,17293
53043,2024,3794
53045,14934,12512
53047,6163,6942
53049,6066,4531
53051,2546,3704
53053,143491,111851
53055,7172,2889
53057,28145,23031
53059,2797,2513
53061,177471,120064
53063,102164,105059
53065,6386,9308
53067,69999,44565
53069,1112,1100
53071,7539,10632
53073,53313,36635
53075,6935,6408
53077,32484,40877
54001,2415,3678
54003,15945,20779
54005,4490,3603
54007,2691,2618
54009,4666,4932
54011,15110,18571
54013,976,1345
54015,1417,1748
54017,732,2205
54019,7134,7578
54021,1117,1578
54023,987,3150
54025,5561,7347
54027,2968,5197
54029,5285,7257
54031,1880,3360
54033,13488,17715
54035,4821,7066
54037,11606,10526
54039,40148,40588
54041,2096,4312
54043,2972,3556
54045,4862,6297
54049,11507,11389
54051,5943,7709
54053,4444,5822
54047,3410,2852
54055,7388,13167
54057,3717,7546
54059,3567,4565
54061,16853,15612
54063,1969,3344
54065,2704,4408
54067,6007,6115
54069,8481,10590
54071,1049,1605
54073,1127,1753
54075,1538,1993
54077,4190,7299
54079,9424,15295
54081,10115,17358
54083,4527,6051
54085,989,2753
54087,2506,2936
54089,2276,2875
54091,2420,3518
54093,1280,2118
54095,1234,2390
54097,2896,5870
54099,6101,8890
54101,1543,1374
54103,2919,3318
54105,777,1482
54107,12446,22670
54109,2724,4605
55001,5808,3976
55003,5697,2507
55005,12076,10456
55007,5978,3316
55009,67241,55827
55011,3979,2946
55013,4337,4200
55015,13296,12720
55017,16236,13489
55019,7450,6337
55021,16658,12189
55023,5124,2905
55025,202812,71829
55027,19178,23013
55029,10142,7112
55031,15827,7833
55033,13055,9616
55035,33143,20944
55037,1134,1512
55039,23457,28155
55041,2671,1960
55043,14911,9109
55045,11499,6730
55047,3998,5392
55049,8076,3915
55051,1915,1470
55053,5572,3550
55055,21448,21095
55057,6209,5187
55059,45615,31237
55061,5902,4711
55063,38514,23698
55065,4732,2984
55067,5182,5081
55069,8419,6510
55071,22421,19231
55073,36363,30339
55075,11124,9705
55077,4051,3625
55078,1257,185
55079,316916,147573
55081,10178,8657
55083,9926,8754
55085,11905,9627
55087,50255,39641
55089,20570,32160
55091,2101,1615
55093,11695,9715
55095,10876,11282
55097,24815,13807
55099,4559,3458
55101,53405,45941
55103,5072,3348
55105,50515,27356
55107,3855,3253
55111,18606,11567
55113,4763,4199
55115,10192,9381
55117,30392,30796
55109,20989,22657
55119,4560,4586
55121,8320,4807
55123,8478,5377
55125,6490,7054
55127,24176,25482
55129,4716,4259
55131,25713,47725
55133,85248,145089
55135,12952,12131
55137,5868,5769
55139,48156,37943
55141,21705,16576
56001,8618,7981
56003,1108,4043
56005,2986,13001
56007,2336,4331
56009,1380,4924
56011,612,2967
56013,6016,11082
56015,1832,3942
56017,618,1834
56019,908,3334
56021,16070,24549
56023,1823,6485
56025,8144,17573
56027,244,1017
56029,3757,10838
56031,1407,2993
56033,4450,10169
56035,936,3316
56037,5762,10360
56039,7472,4567
56041,2317,5759
56043,1042,2956
56045,658,2618
